,0
monnaie,0.69755283954523
MLC,0.32800647011327994
local,0.17800058763487464
ucl,0.16400323505663997
monétaire,0.14416618215088312
mlc,0.12300242629247997
projet,0.11471786021982001
économie,0.10439802995077073
euro,0.09242917574828294
citoyen,0.09085390846868587
prestataire,0.08130223009442479
banque,0.0811800606210196
bristol,0.07796424659202623
réseau,0.07414496575951694
territoire,0.06862155936614443
social,0.06645900882912374
flécher,0.0641603841860895
circulation,0.06387663204749933
solidaire,0.062405624549711956
co,0.06037165523731327
Violette,0.05847318494401968
Lacs,0.05847318494401968
pourcent,0.05519964159412803
microcrédit,0.054658320571602276
service,0.05100847943783806
système,0.05035438608458984
complémentaire,0.0474271621019628
outil,0.046893809389968996
objectif,0.04570065421682595
sol,0.04530781777073453
circuler,0.044097225280643776
association,0.042345925214278365
échange,0.04152135253722888
Chiemgauer,0.04100080876415999
Bristol,0.04100080876415999
Palmas,0.04100080876415999
Honduras,0.04100080876415999
développement,0.040415394819292016
collectivité,0.039428882852696384
monoculture,0.03898212329601312
sociocratie,0.03898212329601312
Essonne,0.03898212329601312
Euros,0.03898212329601312
lietaer,0.03898212329601312
chiemgauer,0.03898212329601312
compte,0.0389679636415585
acteur,0.03854285277269575
dépenser,0.03808522808643711
décider,0.037832177281650184
accepter,0.037832177281650184
partenaire,0.03722654134865266
boucle,0.03716962947750761
coupon,0.03643888038106819
Euro,0.03643888038106819
UCL,0.03643888038106819
dysfonctionnement,0.03622646333472966
permettre,0.03549650439689578
décision,0.03517255265145184
Toulouse,0.03484381289761062
objection,0.034763689098466076
créer,0.034644930255055495
chiffre,0.03441405966896434
coopération,0.03428933091592714
redynamiser,0.03409887756119163
financer,0.03364927885595757
confiance,0.03338169394991302
déposer,0.03307291896048283
entreprise,0.03301770258773055
encaisser,0.03298791477958401
souhaiter,0.03284306078670979
reconvertir,0.03251339484904012
rôle,0.031523708807617484
exemple,0.03122500476245341
octroyer,0.030647911959707445
propre,0.030322296479661757
compléter,0.029667364495384346
ensemble,0.029637930479331134
Bernard,0.029358298193031453
Crédit,0.029294038028835016
change,0.029061515970566748
crise,0.02882980507010277
bien,0.028736034208556027
ensembl,0.02843192489367386
instable,0.028425986396492197
unité,0.028192692138369786
société,0.02792519689836854
garantir,0.027222503585955442
intelligence,0.027184690662440725
paiement,0.027043743779409057
flux,0.027035324954664833
faire,0.02644227341382433
quartier,0.02642334683444865
public,0.026284955899102073
clé,0.02623002638584512
100,0.026001228381513718
réapproprier,0.025725921352621233
fuite,0.025390152057624737
tour,0.025354107213757294
moyen,0.02526301670282705
civil,0.024785921776746423
porteur,0.024704303079764244
proposition,0.024232480740259098
magasin,0.024150975556486442
soutien,0.024031984498693596
commerçant,0.02398500382227677
groupe,0.02387310592525138
taxe,0.02382438695920396
solidarité,0.023576328933602286
fournisseur,0.02351790923383937
construire,0.023336265979838084
utiliser,0.02325408629533412
puissance,0.022994690946467427
consommation,0.022475146564349683
garantie,0.022104241050997994
affaire,0.02208406054025314
diversité,0.021821997285199114
promoteur,0.021524055193523836
lancer,0.021410480402607485
choisir,0.02139309264984159
cas,0.02125841189485887
vecteur,0.021140889953782632
soutenir,0.02100395629647328
simple,0.02057160195602432
Forex,0.020500404382079996
Palmeiras,0.020500404382079996
Nicaragua,0.020500404382079996
Netz,0.020500404382079996
territoiresi,0.020500404382079996
Héol,0.020500404382079996
mondialla,0.020500404382079996
poissonnier,0.020500404382079996
disséquant,0.020500404382079996
yoro,0.020500404382079996
fiduciaire,0.020500404382079996
Pound,0.020500404382079996
Eusko,0.020500404382079996
monnaiessociale,0.020500404382079996
Coopératif,0.020500404382079996
pece,0.020500404382079996
emploien,0.020500404382079996
encaisse,0.020500404382079996
conjunto,0.020500404382079996
violette,0.020500404382079996
602,0.020500404382079996
Pond,0.020500404382079996
euroschaque,0.020500404382079996
coopevale,0.020500404382079996
Verde,0.020500404382079996
trillion,0.020500404382079996
Pounds,0.020500404382079996
Ulanowicz,0.020500404382079996
Udis,0.020500404382079996
quilali,0.020500404382079996
Suchitoto,0.020500404382079996
manquerait,0.020500404382079996
localeavec,0.020500404382079996
050,0.020500404382079996
gota,0.020500404382079996
salvador,0.020500404382079996
publiquesi,0.020500404382079996
Reals,0.020500404382079996
retirant,0.020500404382079996
Yoro,0.020500404382079996
lietaer1,0.020500404382079996
galleco,0.020500404382079996
REGIO,0.020500404382079996
réussitel,0.020500404382079996
piloter,0.020256270282990173
venir,0.02002131197040113
variable,0.019956709809116277
volume,0.019884553604682446
donner,0.01983573498895763
jouer,0.01969199395380997
circuit,0.019674155074219036
localel,0.01949106164800656
Banco,0.01949106164800656
interconnectivité,0.01949106164800656
Montreuil,0.01949106164800656
217,0.01949106164800656
individus2,0.01949106164800656
développent,0.01949106164800656
multiplient,0.01949106164800656
cordonnier,0.01949106164800656
Roman,0.01949106164800656
Abeille,0.01949106164800656
Ille,0.01949106164800656
Allemagne,0.019439425834699577
monde,0.019409533758690745
économique,0.01931724966979047
entrepreneur,0.019278289085346383
action,0.019244033296391832
France,0.019072272109313355
favoriser,0.018967652177085542
prenant,0.01888222111708428
marché,0.0188431820217901
Lot,0.018774921581337905
Lancée,0.018774921581337905
crash,0.018774921581337905
malus,0.018774921581337905
luciole,0.018774921581337905
Villeneuve,0.018774921581337905
Vilaine,0.018774921581337905
Vaucluse,0.018774921581337905
SOL,0.018774921581337905
Ragot,0.018774921581337905
bonification,0.018774921581337905
Brest,0.018774921581337905
patriarche,0.018774921581337905
208,0.018774921581337905
être,0.01861933606060634
pays,0.01852894643163508
