,0
marketing,0.4490863279303959
public,0.3299028714049946
519,0.3194144670499751
Rousselle,0.3173312284728372
ainsi,0.2838750236310161
Charlotte,0.27937320411797095
utilement,0.2610770074631777
vie,0.255851572702262
offre,0.2404326355989323
numérique,0.20690373607068754
service,0.20219118352270452
hospitalier,0.16505770445888185
souveraineté,0.15727138807538632
octobre,0.15435538497867513
compléter,0.1540812763569021
2012,0.1417793575882267
loisir,0.1411871902301297
approche,0.13729093140984416
dimension,0.12836550309929662
mode,0.12751555932333525
donnée,0.12491405834462034
article,0.12379912865852924
attente,0.12208589457312562
écrire,0.12172841546609206
quotidien,0.12170854434951903
territorial,0.11953095946426916
digital,0.1193574500369301
aller,0.11881360144942756
numéro,0.11725242194884156
représentation,0.11440070797661385
conception,0.11211289745261105
gestion,0.11152895302109604
famille,0.10849198886230825
tout,0.10764232993812631
développement,0.10348761920297087
métropole,0.10155312864775916
dématérialisation,0.10150586769222456
plateforme,0.09985986409425426
lien,0.09948753321613082
sens,0.0950818149604604
politique,0.09389696483558095
part,0.09381605709712858
population,0.09327477005542786
Act,0.09066606527795348
venir,0.09044154387871013
intelligence,0.09018677897111872
cadre,0.08814104610815322
passer,0.08780379902546331
internet,0.08615401254228174
virtuel,0.08402076815180247
Digital,0.08338466941704889
web,0.0822909869360728
travail,0.07705841257726295
état,0.07253794903411367
serveur,0.07176155329208421
grand,0.07170249665969523
maîtriser,0.07069311935751857
autant,0.06925789913379345
souverain,0.06889003644093368
toile,0.06806387564616038
faire,0.0657928252010967
directive,0.06554172827790573
promettre,0.06290855523015453
géant,0.06189674242039444
urgent,0.060303453394910764
décentraliser,0.05967872501846505
société,0.057902156945401496
Lyon,0.05734972982248341
réseau,0.056764661476402446
proximité,0.053403276231949785
artificiel,0.05331015937437153
réinventer,0.05306961160690875
ligne,0.05280242888162722
échange,0.05165605556757444
menace,0.051194099920664364
bien,0.0510714914190564
marqueter,0.05100845532278733
chatter,0.05100845532278733
agissante,0.05100845532278733
smartcity,0.05100845532278733
worldwide,0.05100845532278733
luxuriant,0.05100845532278733
remak,0.05100845532278733
numericu,0.05100845532278733
cybercapitalisme,0.05100845532278733
présage,0.05100845532278733
Léviathan,0.05100845532278733
abysse,0.05100845532278733
déchu,0.05100845532278733
carcasse,0.05100845532278733
personnalise,0.05100845532278733
voracer,0.05100845532278733
Batx,0.05100845532278733
Balayée,0.05100845532278733
trembler,0.05100845532278733
amas,0.05100845532278733
mur,0.05079120845066528
imposer,0.05072677537685658
réel,0.05038993718957842
intelligent,0.049387313007998875
constitution,0.049299143092880165
féconde,0.04849704077716162
hacktiviste,0.04849704077716162
bavarder,0.04849704077716162
nodal,0.04849704077716162
Veille,0.04849704077716162
colosse,0.04849704077716162
captiver,0.04849704077716162
idéalisation,0.04849704077716162
hyperpuissance,0.04849704077716162
Illyse,0.04849704077716162
anomique,0.04849704077716162
infomédiaire,0.04849704077716162
architecture,0.04836856218585991
monde,0.04829418567136858
jusqu,0.047669162902865624
régulation,0.047427262388512074
compétence,0.04725727475968795
point,0.047233016500947474
internaut,0.04671516379977588
étrangement,0.04671516379977588
déformant,0.04671516379977588
offerte,0.04671516379977588
quayside,0.04671516379977588
usage,0.046221303451781506
rythme,0.04586788046286312
apprentissage,0.04553927178434058
démontrer,0.045410230817734154
écoresponsable,0.04533303263897674
insatiable,0.04533303263897674
excluant,0.04533303263897674
majuscule,0.04533303263897674
beautiful,0.04533303263897674
divination,0.04533303263897674
small,0.04533303263897674
littératie,0.04533303263897674
medium,0.04533303263897674
refroidir,0.04533303263897674
citoyen,0.04521196211208951
éthique,0.04515611276274539
considérer,0.04471346550893393
lui,0.0446588935720063
débat,0.04463166758740218
incontrôlable,0.04420374925415016
virtuelle,0.04420374925415016
oméger,0.04420374925415016
foisonnemer,0.04420374925415016
scoop,0.04420374925415016
emballer,0.04420374925415016
réemployer,0.0432489537568444
mire,0.0432489537568444
anonymiser,0.0432489537568444
imperfection,0.0432489537568444
épouvantail,0.0432489537568444
enjamber,0.0432489537568444
juguler,0.0432489537568444
humain,0.04324295709295448
pouvoir,0.04297880607039552
technique,0.042942437370234544
collectif,0.04286806076192186
Brother,0.04242187227676443
copyright,0.04242187227676443
commun,0.0423075201376039
autonomie,0.041814425562343625
civisme,0.041692334708524445
market,0.041692334708524445
disruption,0.041692334708524445
inde,0.041692334708524445
Gafam,0.041692334708524445
emblèm,0.041692334708524445
social,0.04134029894576568
respectueuse,0.04103974111596529
présentiel,0.04103974111596529
solutionnisme,0.04103974111596529
alpha,0.04103974111596529
instaur,0.04103974111596529
diffuse,0.04103974111596529
partage,0.040625013245884634
question,0.04048411003189349
pirate,0.04044939840306549
Toronto,0.04044939840306549
annonceur,0.03991045773113871
flot,0.03991045773113871
éveil,0.03991045773113871
main,0.03970074723709717
échang,0.03941468037248874
réinjecter,0.03941468037248874
rôle,0.039218145709542504
niveau,0.03903606958696553
algorithmique,0.03895566223383294
tentant,0.03895566223383294
flottant,0.03852832657033956
règne,0.03852832657033956
digitalisation,0.03852832657033956
évoquer,0.038036467640377686
câble,0.037753077278834396
persister,0.03739904318551299
insatisfaction,0.03739904318551299
appétit,0.03739904318551299
homo,0.03706415566196432
supplanter,0.03706415566196432
incessant,0.03706415566196432
ensemble,0.036872078826804384
hiérarchisation,0.03674644959295383
transnational,0.03674644959295383
lobby,0.03674644959295383
is,0.03644424768820722
émancipateur,0.03644424768820722
directer,0.03615610688005403
initiation,0.03615610688005403
techno,0.03615610688005403
rentabiliser,0.035880776646042105
