,0
mixité,0.3839159083440713
mobilité,0.3376899440342063
résidentiel,0.3293966795233247
quartier,0.21294970262454016
logement,0.2069174845645764
ségrégation,0.2034670068355369
ménage,0.17382212558255444
social,0.1696076446179173
population,0.16725277399978752
ethnique,0.15139602790150275
seuil,0.12184341104314857
minorité,0.11433861436070994
rénovation,0.10688483002647747
immobilité,0.10481212403253563
politique,0.10069855993659581
urbain,0.09718608171385283
choix,0.08622307375568113
habitant,0.07999944230763292
majoritaire,0.07869208987655579
loi,0.07390811885802802
habitat,0.07133931376967115
ville,0.07015026562289622
territoire,0.06320358929854304
droit,0.062052277817365484
résidentielle,0.06198263444669117
citadin,0.0608063313213762
soi,0.060267010216362646
quantitatif,0.05704253209280129
effet,0.05217347135201961
équitable,0.05190301940243611
entre,0.050866751708884224
non,0.04992000929963413
capacité,0.049568993696650486
relogement,0.04939922091454445
socio,0.04758397859587774
éviter,0.04709667939900315
figurer,0.04691953824644653
parc,0.045836976551976945
groupe,0.0448926169667378
rééquilibrage,0.04435476028447954
déségrégation,0.0440575530339232
objectif,0.043651366508930776
contre,0.042560237254574654
arbitrer,0.0420461683382725
discrimination,0.04064303028057628
marché,0.04049600562897063
réductionnisme,0.04034930667029201
résidentiell,0.04034930667029201
figure,0.03961748230285
espace,0.03951955502570965
équité,0.03949063989454908
Kirszbaum,0.03915551798307523
commune,0.039081497482524326
promotion,0.038217532946978654
ajoutent,0.03818012160413218
ici,0.037882336078304275
ressource,0.03724159225330256
défavoriser,0.03721860747835882
phénomène,0.03712371927186027
barrière,0.036790516494554476
éviction,0.036641060306660825
public,0.036314466751905264
bailleur,0.036092267339038135
bien,0.0352895993807746
configuration,0.035020704224411135
accueil,0.03471878848369544
cas,0.03426494395008491
insist,0.034043657268921265
Besson,0.034043657268921265
polariser,0.034043657268921265
nom,0.033879162814658983
processus,0.03381315702014209
reloger,0.03364718935278097
levier,0.03351530361142445
apprécier,0.03323002119358597
effort,0.033131988449609386
défavorisé,0.03260848018001021
pouvoir,0.03248183833099397
tantôt,0.03230269017434116
inégalement,0.03201343764285834
facteur,0.03183345916378098
déménagement,0.031739025255812854
quota,0.031739025255812854
entrant,0.031739025255812854
diversité,0.03126519798601946
terme,0.031195453808425807
superficiel,0.030991317223345586
disposer,0.030902460289759213
hétérogénéité,0.030763628876869804
choisir,0.03065069014943982
substantiel,0.03054523656859608
condition,0.03021215181846105
équiter,0.030133505108181323
spontané,0.029938942989149783
accession,0.029938942989149783
différencié,0.029751209037783152
simple,0.02947370947025654
accroître,0.029252030181970198
sortant,0.029224567579398446
évitement,0.029224567579398446
préjugé,0.029224567579398446
devoir,0.0291363854677792
vouloir,0.028888124574704452
inégaliter,0.02859444381070997
bon,0.028155287388098305
dissocier,0.028030778892181668
être,0.028010455767622282
opter,0.027898676658464395
voisinage,0.027520881950249498
dynamique,0.027504356885898192
opération,0.02740451978093047
immigrer,0.02740065512349319
classe,0.027149742732757325
moyen,0.02714645714878238
locataire,0.02694507203526993
aun,0.02683699020496489
nier,0.026731048750219193
hlm,0.026525259200751706
31,0.0262306966255186
double,0.026204557079724602
enjeu,0.02612062795395571
lutte,0.026066433136952002
vulnérable,0.026042962674151963
inégal,0.026042962674151963
Thomas,0.025951509701218053
catégorie,0.025903762642068694
spécialisation,0.025600572856830116
forcer,0.02551632121576726
minoritaire,0.025351696884089663
combinaison,0.025271246215576897
correspondre,0.025112123204415762
attribution,0.02496102200439978
négliger,0.02488619744707878
atteindre,0.02484899133720704
travers,0.024670060064659393
politiquement,0.024667805138805055
intérêt,0.024585028592413984
forger,0.024527010996369652
pluralité,0.02419043029483321
situation,0.02416972145476884
protocole,0.02412558260825672
rêve,0.02393562648919906
localisation,0.023752184450328326
texte,0.023730499416564545
conjuguer,0.023574824496083207
heurter,0.023459769123223263
anti,0.023459769123223263
relation,0.02337193731152651
voie,0.023331173107420222
focaliser,0.02318251181792983
jeu,0.023157761253607623
attractiviter,0.023022802386588003
immigré,0.023022802386588003
général,0.023012560877299214
rester,0.022950779480484847
