,0
sobriéter,0.3643066942100286
immobilier,0.2608257219872943
passoir,0.23784139163636214
dézoom,0.23784139163636214
gaspi,0.2257783866485106
énergétique,0.2183879741390102
SNBC,0.21721954840200106
occupant,0.17789594947428472
faille,0.1708631396175603
débarrasser,0.16788555354262671
zoom,0.16650153511683174
échéance,0.16391285694542734
détenir,0.15103470422800827
concepteur,0.14871526799341406
sobriété,0.14587969188247066
2050,0.14207651728791035
allier,0.14148736870996997
infographie,0.13924094117696695
carbone,0.13567673197131389
rénovation,0.13520070532041412
hauteur,0.1252578486481096
propriétaire,0.12361372698346236
impératif,0.12086552547560889
répartition,0.12057526921267812
finir,0.1175564481609866
bâtiment,0.11208872998344574
performance,0.10841613803144909
parc,0.10710199874751171
norme,0.10038987924781305
nouveau,0.10012154773234588
concevoir,0.0934884889958345
lancer,0.09234846327731532
solution,0.08452565382028177
adapter,0.08326304436439737
stratégie,0.081425484007983
intégrer,0.08111718040997157
présent,0.07854767789567199
offrir,0.07677300781398279
habitant,0.07429496952824605
usage,0.07405210262061733
comprendre,0.0715593223333122
national,0.07100836156968751
mieux,0.06946596097130711
français,0.06864801169449247
rôle,0.06799959809502545
objectif,0.06540269799985222
partie,0.06522238816934316
agir,0.0620294380199203
