,0
chaleur,0.3665599311693598
enquête,0.3349848918737331
baromètre,0.3061264131418909
habitant,0.1975548679529759
Allagnat,0.18449499040014097
malou,0.18096675731072573
fort,0.1354205627214837
DPDP,0.1347485258788685
vécu,0.12908328126552526
évoqu,0.12079566472722268
quantitatif,0.11269108453993855
direction,0.10250415371996663
rafraîchissemer,0.09964071900140131
Feutre,0.09964071900140131
thèse,0.09929369114723195
service,0.09843927456557712
spatiale,0.09428401829262792
minéraliser,0.09224749520007049
sociodémographique,0.09224749520007049
inégalité,0.09210852281910042
centré,0.09048337865536286
Usages,0.08892731758385454
vis,0.08808454349861519
synthèse,0.08808454349861519
encre,0.08627620695776979
cifre,0.08406921376446164
extérieur,0.08174051846382467
Énergie,0.0813260383093244
tablette,0.07976997723781608
ethnographique,0.07905568168757447
logement,0.07861123328089963
territoire,0.07803914863564278
cadre,0.07766453574735965
suivie,0.07653160328547272
période,0.07618665246185338
canicule,0.07596933760055102
phénomène,0.07334022585280899
Auvergne,0.07302133246871569
îlot,0.07025066220759843
échantillon,0.06989834134153602
Public,0.06989834134153602
triple,0.06989834134153602
présenter,0.06913899264120944
adapter,0.06852283469893289
graphique,0.06766463175994229
téléchargement,0.06653959070666275
répercussion,0.06627268769961528
ressenti,0.06454164063276263
vulnérable,0.06431187398047002
épisode,0.06364561939045693
ici,0.0623657672755685
métropole,0.06188768535736797
jour,0.06174230672921432
complément,0.061093321861559975
amplifier,0.06091598699084188
public,0.059784580800516254
vague,0.059262425480451277
constituer,0.05922067881634786
Dialogue,0.05895517327169663
couleur,0.058654904675899615
représentatif,0.057654656908474114
configuration,0.057654656908474114
Chine,0.05751775154338072
fréquent,0.0572481248481461
urbain,0.056469757011897825
voirie,0.056345542269969275
méthodologie,0.05561813381591668
besoin,0.05422270448729585
qualitatif,0.05395763544555836
piloter,0.05375120547214641
variable,0.05295630412270843
Prospective,0.052115729179508116
employer,0.052025549651850904
éclairer,0.05149702919473983
engendrer,0.051072193569577116
action,0.0510651750483303
éclairage,0.050906012139373714
climat,0.05082369879206498
domicile,0.050660594874669285
avérer,0.0504994800790457
déchet,0.049423551534017125
opérationnel,0.04927675836262064
2020,0.048775458404278285
géographique,0.048775458404278285
croiser,0.04795800700753838
régulièrement,0.04795800700753838
dizaine,0.04782655070398025
climatique,0.0475674982960575
perception,0.047313427975307944
socio,0.04700256070304601
anticiper,0.04700256070304601
travail,0.04526612819259493
orienter,0.04444113221688479
métropolitain,0.04419043684812829
expérimentation,0.0437508353099453
laisser,0.04370288153858397
disponible,0.04346568935944203
prospectif,0.04295838883346967
thématique,0.042913222124502215
institutionnel,0.042868209305812456
placer,0.04277864116948307
partenariat,0.04191485322353866
attente,0.04158455478215394
sur,0.041302166179046494
toucher,0.041104092761104834
Alpes,0.0410256874894066
fortement,0.0410256874894066
Lyon,0.04077454263416832
aspect,0.04041465375536406
énergie,0.04030316575614394
thème,0.04001038370163433
demain,0.03979497812259999
servir,0.039101314896358014
eau,0.039067569668547394
représentation,0.038966848091703324
concevoir,0.038966848091703324
usager,0.0389334441560692
améliorer,0.03821914860582759
donnée,0.038062056986731506
proximité,0.03796869087725394
aider,0.03760168812469627
rendre,0.03695423676948356
global,0.03678303027624053
aborder,0.03664203374579185
base,0.035905612500368694
Rhône,0.03579992194064361
auprès,0.03553933657913215
particulièrement,0.035462152818183705
quartier,0.03505795304659067
stratégie,0.034689927870203606
analyse,0.034006231637648224
accès,0.033532335844122435
davantage,0.0330962814262467
sujet,0.0330962814262467
mener,0.03305345724124566
usage,0.0328624478970542
région,0.03277843330864137
nécessaire,0.032757512877500214
changement,0.032224894256909005
échelle,0.03204541791850297
prise,0.031635885142804444
approche,0.03161669668699114
sein,0.03129468613440378
outil,0.031108870841940216
apporter,0.031108870841940216
utiliser,0.030853043355595872
type,0.03060207584525045
mesure,0.03019984922719778
collectivité,0.02989338897669145
lyonnais,0.029446629141023833
penser,0.029414129125851545
particulier,0.028857951106887332
général,0.02841421948850822
réaliser,0.027999482532250427
espace,0.02788333893143911
étude,0.02771101584255052
pratique,0.027220876182877073
lieu,0.027002728819759823
objectif,0.02694875019714976
local,0.026240835351936782
compte,0.025850946290534815
agir,0.025448170307195955
temps,0.024144273426631956
vie,0.023949668851406695
ville,0.023097705121002114
pouvoir,0.022917821486352925
année,0.022603953729385447
politique,0.021623510209668302
mettre,0.021198446751311564
être,0.019763001665494356
grand,0.018510943654928284
